?class	?label	?definition
<http://purl.obolibrary.org/obo/ENVO_00000181>	"nunatak"	"The exposed summit of a ridge, mountain, or peak not covered with ice or snow within an ice field or glacier. The term is typically used in areas where a permanent ice mass is present."
<http://purl.obolibrary.org/obo/ENVO_01000932>	"nursing home"	"A building in which nursing aides and skilled nurses provide care and treatment to residents who have significant difficulty coping with the required activities of daily living."
<http://purl.obolibrary.org/obo/ENVO_01000260>	"nutricline within a water body"	"A nutricline which is part of a water body."
<http://purl.obolibrary.org/obo/ENVO_03501163>	"nutrition and dietetics unit facility"	"A hospital unit facility which is used to provide nutrition and dietetics services."
<http://purl.obolibrary.org/obo/ENVO_01000239>	"oak woodland"	"An oak woodland is a woodland which has a tree community primarily composed of oak trees."
<http://purl.obolibrary.org/obo/ENVO_01001304>	"oasis"	"An oasis is a vegetated area located in a desert, supplied with water from a water source which it surrounds, and surrounded by arid soil, sand, or rock."
<http://purl.obolibrary.org/obo/ENVO_03501276>	"oast house"	"A commercial building designed for kilning (drying) hops."
<http://purl.obolibrary.org/obo/ENVO_00000493>	"obsequent stream"	"A stream flowing in the opposite direction of the consequent drainage."
<http://purl.obolibrary.org/obo/ENVO_03501164>	"occupational therapy unit facility"	"A hospital unit facility which is used to provide occupational therapy."
<http://purl.obolibrary.org/obo/ENVO_00000015>	"ocean"	"A marine water body which is constitutes the majority of an astronomical body's hydrosphere."
<http://purl.obolibrary.org/obo/ENVO_00002450>	"ocean basin"	"A structural basin that is below sea level."
<http://purl.obolibrary.org/obo/ENVO_01000048>	"ocean biome"	"A marine biome which is determined by an ocean."
<http://purl.obolibrary.org/obo/ENVO_00000147>	"ocean current"	"The region occupied by any more or less continuous, directed movement of ocean water that flows in one of the Earth's oceans. Ocean Currents are rivers of hot or cold water within the ocean. The currents are generated from the forces acting upon the water like the earth's rotation, the wind, the temperature and salinity differences and the gravitation of the moon. The depth contours, the shoreline and other movements influence the direction and strength of the movements of water that forms a given current."
<http://purl.obolibrary.org/obo/ENVO_00000426>	"ocean floor"	"A marine bed which lies below an ocean."
<http://purl.obolibrary.org/obo/ENVO_01000651>	"ocean strait"	"An ocean strait is a strait which connects two oceans."
<http://purl.obolibrary.org/obo/ENVO_2000042>	"ocean thermal power station"	
<http://purl.obolibrary.org/obo/ENVO_00011764>	"ocean time series station"	"A research facility consisting of instruments that measure the properties of the oceans over time. Usually of at least approximately fixed location."
<http://purl.obolibrary.org/obo/ENVO_00000275>	"ocean trench"	"Hemispheric-scale long but narrow topographic depressions of the sea floor. They are the deepest parts of the ocean floor."
<http://purl.obolibrary.org/obo/ENVO_01000038>	"oceanic abyssopelagic zone biome"	"The abyssopelagic zone biome comprises the marine water column below the bathypelagic zone biome at approximately 2500 -2700 m and extends either to the hadal pelagic zone biome (at approximately 6000 m) or to the benthopelagic zone biome within ca. 100 m of the seafloor. The depth of 2700 m may be critical for physiological reasons as the change in hydrostatic pressure across this depth may preclude organism migration."
<http://purl.obolibrary.org/obo/ENVO_01000037>	"oceanic bathypelagic zone biome"	"The bathypelagic zone biome comprises the marine water column below approximately 1000 m water depth - the maximum depth to which detectable daylight penetrates in all but the clearest oligotrophic waters - and extends to about 2500 - 2700 m water depth. In the temperate Atlantic, the beginning of the bathypelagic zone biome approximates to the deep oxygen minimum and the base of the permanent thermocline."
<http://purl.obolibrary.org/obo/ENVO_01000040>	"oceanic benthopelagic zone biome"	"The benthopelagic zone biome comprises regions of the marine water column which usually coincide with the benthic boundary layer (BBL) - the layer of isothermal and isohaline water contiguous to the sea floor. A general reversal in the declining gradient of pelagic biomass may be observed here, perhaps explained by viable nutrition on the sea floor being resuspended by bottom currents. This zone typically extends 100 m above the seafloor, but may reach upto1000 m during benthic storms."
<http://purl.obolibrary.org/obo/ENVO_01000749>	"oceanic crust"	"Oceanic crust is the uppermost layer of the oceanic portion of a tectonic plate."
<http://purl.obolibrary.org/obo/ENVO_01000035>	"oceanic epipelagic zone biome"	"The oceanic epipelagic zone biome comprises regions of the marine water column that occur offshore, beyond a continental shelf. This biome extends from the surface of the ocean to a depth of ca. 200-250m. Throughout the zone the light field tends to be asymmetrical vertically, so that the direction and elevation of the sun can still be detected. The oceanic epipelagic zone biome encompasses the euphotic zone and, where and when it occurs, the seasonal thermocline."
<http://purl.obolibrary.org/obo/ENVO_01000074>	"oceanic gyre"	"A gyre in oceanography is any large system of rotating ocean currents, particularly those involved with large wind movements. Gyres are caused by the Coriolis Effect; planetary vorticity  along with horizontal and vertical friction, which determine the circulation patterns from the wind curl (torque)."
<http://purl.obolibrary.org/obo/ENVO_01000039>	"oceanic hadal pelagic zone biome"	"The oceanic hadal pelagic zone biome comprises the water column in oceanic trenches occurring at depths between 6000m and 10,000m."
<http://purl.obolibrary.org/obo/ENVO_00000222>	"oceanic island"	"An island that does not sit on a continental shelf, and is of volcanic origin."
<http://purl.obolibrary.org/obo/ENVO_01000036>	"oceanic mesopelagic zone biome"	"The oceanic mesopelagic zone biome comprises regions of the marine water column that occur offshore, beyond a continental shelf. This biome extends through the water column from approximately 200-1000 m depth - the maximal depth of light penetration in all but the clearest oligotrophic ocean regions. In comparison to the epipelagic zone, dominant forms of pelagic organisms do not change very much; however, there are marked changes in species composition and the proportion of smaller-sized individuals decreases."
<http://purl.obolibrary.org/obo/ENVO_01001388>	"oceanic mussel bed"	"A mussel bed which is located in benthic regions beyond (offshore to) a continental shelf."
<http://purl.obolibrary.org/obo/ENVO_01001381>	"oceanic mussel reef"	"A marine reef which is present in the depths beyond (offshore relative to) the continental shelf and primarily composed of self-adhered or conglomerated mussel shells."
<http://purl.obolibrary.org/obo/ENVO_01000033>	"oceanic pelagic zone biome"	"The oceanic epipelagic zone biome comprises the marine water column offshore, beyond a continental shelf."
<http://purl.obolibrary.org/obo/ENVO_01000034>	"oceanic sea surface microlayer biome"	"The oceanic sea surface microlayer (SML) biome comprises the top 1000 micrometers of the marine surface waters occurring offshore, away from a continental shelf. It is the boundary layer where all exchange occurs between the atmosphere and the ocean. The chemical, physical, and biological properties of the SML differ greatly from the sub-surface water just a few centimeters beneath."
<http://purl.obolibrary.org/obo/ENVO_01001045>	"oceanic subsurface zone"	"A region which overlaps parts of one or more planetary structural layers which are located below an oceanic plate."
<http://purl.obolibrary.org/obo/ENVO_00000207>	"oceanic zone"	"The water mass of an ocean that is not above a continental shelf."
<http://purl.obolibrary.org/obo/ENVO_01001224>	"office"	"A building part within which administrative work is done by an organisations users in order to support and realise the objectives of that organization."
<http://purl.obolibrary.org/obo/ENVO_01001221>	"office building"	"A commercial building which contains parts used as workplaces primarily for administrative and managerial workers."
<http://purl.obolibrary.org/obo/ENVO_00002875>	"oil contaminated soil"	"Soil which has elevated concentrations of oil."
<http://purl.obolibrary.org/obo/ENVO_03600075>	"oil mill"	"An industrial building in which oil-bearing seeds or vegetable materials are crushed and pressed with a grinding mill in order to extract oils."
<http://purl.obolibrary.org/obo/ENVO_00000120>	"oil palm plantation"	
<http://purl.obolibrary.org/obo/ENVO_03600012>	"oil pipeline network"	"A pipeline network which is used to transport oil to consumers."
<http://purl.obolibrary.org/obo/ENVO_03600078>	"oil refinery"	"An industrial building in which crude oil is transformed and refined into useful products."
<http://purl.obolibrary.org/obo/ENVO_00002185>	"oil reservoir"	"A subsurface landform which contains fluid hydrocarbons in porous or fractured rock formations."
<http://purl.obolibrary.org/obo/ENVO_00002063>	"oil seep"	"The result of the release of natural hydrocarbons to the surface of the earth, including beneath the sea, by natural geological processes."
