	IAO_0000115	hasExactSynonym	comment	label	IAO_0000116	hasBroadSynonym	hasNarrowSynonym	hasRelatedSynonym
ENVO_03600036	"[""Soil which has properties that restrict a pathogen's ability to establish itself, persist, or cause disease that results in long-term harm.""]"	['disease-suppressive soil']	['The pathogenicity that is suppressed is typically directed towards plants, especially crops. Soils are typically classified as pathogen-suppressive if a pathogen 1) cannot establish itself or persist, 2) is able to establish itself, but causes little or no damage, or 3) is able to establishe itself, but only causes disease that does not result in long-term harm.']	['pathogen-suppressive soil']				
ENVO_01000018	['An environmental material which is composed primarily of pieces of gravel.']		['As with all size-based classifications, there is considerable variation in what is considered gravel.']	['gravel']				
ENVO_01001125	['An ice is an environmental material which is either frozen or which is maintained in a solid state by gravitational forces or pressure.']		['Note that ice may be formed at very high temperatures, due to gravitational effects and/or pressure.']	['ice']				
ENVO_00001995	['A rock is a naturally occurring solid aggregate of one or more minerals or mineraloids.']		['From https://en.wikipedia.org/wiki/ [A mineral] is different from a rock, which can be an aggregate of minerals or non-minerals and does not have a specific chemical composition. The exact definition of a mineral is under debate, especially with respect to the requirement a valid species be abiogenic, and to a lesser extent with regards to it having an ordered atomic structure.']	['rock']				
ENVO_00000194	['Broken rock that appears at the bottom of crags, mountain cliffs or valley shoulders.']			['scree']				['TALUS', 'talus slope']
ENVO_01000660	['Tephra is fragmental material produced by a volcanic eruption regardless of composition, fragment size or emplacement mechanism.']			['tephra']				
ENVO_01000256	['A mineral material is an environmental material which is primarily composed of some substance that is naturally occurring, solid and stable at room temperature, representable by a chemical formula, usually abiogenic, and that has an ordered atomic structure.']			['mineral material']	"['Look for ""mineral"" in a chemical or geochemical ontology to formalise the composed primarily of link.\nFrom https://en.wikipedia.org/wiki/ [A mineral] is different from a rock, which can be an aggregate of minerals or non-minerals and does not have a specific chemical composition. The exact definition of a mineral is under debate, especially with respect to the requirement a valid species be abiogenic, and to a lesser extent with regards to it having an ordered atomic structure.']"			
ENVO_00002008	['Particulate environmental material with diameters less than 500 micrometers.']		['Dust occurs in and may be deposited from the atmosphere.']	['dust']	['Do not oversimplify the particulate environmental material subclasses with design patterns or similar. The materials have properties that their components do not - write full definitions including these where possible.']			
ENVO_00002164	['A solid environmental material which is formed by the replacement of organic substances (including those in soils and sediments) with mineral material.']			['fossil material']				
ENVO_01000000	['Organic matter in soil which has reached a point of stability, where it will break down no further and might, if conditions do not change, remain essentially as it is for centuries, or millennia.']			['humus']				
ENVO_02000090	['An environmental material that is the non-aqueous, non-gaseous residues that remain after something is burned.']			['ash']				
ENVO_01001646	['A solid material which does not have a regularly organised internal structure.']			['amorphous solid']				
ENVO_01000480	['Glass is an amorphous (non-crystalline) solid which is often transparent.']		['This class refers to all forms of glass. For the familiar form present in window panes and drinking glasses, consider silica-based glass.']	['glass']				
ENVO_01000560	['Charcoal is a light, black residue, consisting of carbon and any remaining ash, obtained by removing water and other volatile constituents from animal and vegetation substances. Charcoal is usually produced by slow pyrolysis, the heating of wood or other substances in the absence of oxygen.']			['charcoal']				
ENVO_01000845	['A solid material whose constituents, such as atoms, molecules or ions, are arranged in a highly ordered microscopic structure, forming a crystal lattice that extends in all directions.']		['This class refers to a portion of crystal and not an individual crystal.']	['crystal']				
ENVO_01001121	['Organic material which is primarily composed of plant structures, living or dead.']			['plant matter']				
ENVO_01001231	['Organic material which is in a solid phase and contained in sedimentary rock.']			['kerogen']				
ENVO_01001525	['Frozen soil which is firmly cemented by water ice, is subject to brittle failure, and exhibits practically no consolidation under load.']			['hard-frozen soil']				
ENVO_01001528	['Frozen soil which has very low total water content and is not cemented by ice; its compressibility is the same as that of unfrozen soils having the same composition, total water content and density.']	['dry-frozen soil']		['friable-frozen soil']				
ENVO_01001561	['An environmental material which is solid, jelly-like, and exhibits no flow when in steady state material and which contains liquid dispersed in and held in place by cross-linked structures of a solid medium.']			['gel']				
ENVO_01001850	['An environmental material which is primarily composed of minute ice crystals forming a fuzzy layer over a cold surface by direct deposition of water vapor.']		"['In British usage, a day on which the minimum temperature at the level of the ground or on the tops of low, close-growing vegetation falls to -0.9C (30.4F) or below (also called a ""day with ground frost"").  In more general usage, ""frost"" can refer to the condition that exists when the temperature of the Earth\'s surface and Earthbound objects fall below the melting point of water (0 degrees Celsius or 32 degrees Fahrenheit). Depending upon the actual values of ambient-air temperature, dewpoint, and the temperature attained by surface objects, frost may occur in a variety of forms. These include a general freeze, hoarfrost (or white frost), and dry freeze (or black frost). If a frost period is sufficiently severe to end the growing season (or delay its beginning), it is commonly referred to as a killing frost.']"	['frost']				
ENVO_03501307	['A solid environmental material that is hard, brittle, heat-resistant and corrosion-resistant, made by shaping and then firing a nonmetallic mineral at a high temperature.']			['ceramic']				
ENVO_00002122	['Mud which has elevated concentrations of arsenic.']			['arsenic-rich mud']				
